,Symbol,Name,Exchange,Country,Sector,Revenue,RevenueYoY,LastClose,PE
19,HCM:SPM,SPM Corp,Hochiminh Stock Exchange,Vietnam,Healthcare,26804652.561592884,0.2386252,0.82611900015696,18.58374
20,HCM:TNI,Thanh Nam Group JSC,Hochiminh Stock Exchange,Vietnam,Basic Materials,63920781.86714495,-0.2149967,0.1915893000364,
21,HKG:1000,Beijing Media Corporation Ltd.,Hong Kong Stock Exchange,China,Consumer Cyclicals,33751324.46800541,-0.0119858,0.08228126388022,
22,HKG:1023,Sitoy Group Holdings Ltd,Hong Kong Stock Exchange,Hong Kong,Consumer Cyclicals,183188784.037438,-0.2122944,0.06556786917282,
23,HKG:1027,China Jicheng Holdings Ltd,Hong Kong Stock Exchange,,Consumer Cyclicals,53493338.09618429,-0.3834754,0.07970997438397,
24,HKG:1028,C banner International Holdings Ltd,Hong Kong Stock Exchange,China,Consumer Cyclicals,239106652.9819554,-0.2046821,0.0449975661845,9.18207
25,HKG:1031,Kingston Financial Group Ltd,Hong Kong Stock Exchange,Hong Kong,Financials,264312951.5826284,-0.2196076,0.06363940243244,119.8547
26,HKG:1037,Maxnerva Technology Services Ltd,Hong Kong Stock Exchange,Hong Kong,Technology,81301191.17582916,0.2144387,0.05271143467327,13.91945
27,HKG:1041,Lamtex Holdings Ltd,Hong Kong Stock Exchange,Hong Kong,Financials,12615900.851096654,-0.4205003,,
28,HKG:1047,Ngai Hing Hong Company Ltd,Hong Kong Stock Exchange,Hong Kong,Basic Materials,253410043.4547839,0.2483068,0.083566892083,2.67039
29,HKG:1051,G-Resources Group Ltd,Hong Kong Stock Exchange,Hong Kong,Financials,54214998.32866216,0.9998156,0.39854979301124,1.70758
30,HKG:1085,Hengxin Technology Ltd,Hong Kong Stock Exchange,China,Technology,176971313.74043137,-0.2024572,0.39597858242357,19.1246
31,HKG:109,Good Resources Holdings Ltd,Hong Kong Stock Exchange,Hong Kong,Financials,10884909.104934303,-0.2339604,0.01092797819547,14.83421
32,HKG:1102,Enviro Energy International Holdings Ltd,Hong Kong Stock Exchange,Hong Kong,Basic Materials,6949422.745622381,-0.0497337,0.01157080044226,
33,HKG:1104,APAC Resources Limited,Hong Kong Stock Exchange,Hong Kong,Basic Materials,72587488.10778843,0.2933908,0.17227636214034,
34,HKG:1106,Ming Lam Holdings Ltd,Hong Kong Stock Exchange,Hong Kong,Basic Materials,144780154.791597,0.2225171,,
35,HKG:111,Cinda International Holdings Ltd,Hong Kong Stock Exchange,Hong Kong,Financials,27387056.131238587,-0.1818803,0.05913964670489,2.67054
36,HKG:1122,Qingling Motors Co Ltd,Hong Kong Stock Exchange,China,Consumer Cyclicals,790426090.516595,0.0773773,,10.05277
37,HKG:1123,China-Hongkong Photo Products Holdings,Hong Kong Stock Exchange,Hong Kong,Technology,117861458.94937132,0.0414087,0.0182561518089,5.00352
38,HKG:1124,Coastal Greenland Limited,Hong Kong Stock Exchange,China,Real Estate,16660409.863464555,3.185118,0.00668535136664,
39,HKG:113,Dickson Concepts (International) Ltd,Hong Kong Stock Exchange,Hong Kong,Consumer Cyclicals,292547375.99958855,-0.2254198,0.52839988686328,3.50823
40,HKG:1133,Harbin Electric Co Ltd,Hong Kong Stock Exchange,China,Industrials,3727820799.2651296,0.0479552,0.39854987191983,
41,HKG:1143,Link-Asia International Medtech Grp Ltd,Hong Kong Stock Exchange,Hong Kong,Technology,76498804.35062096,-0.0554411,0.02789848551079,
42,HKG:1146,China Outfitters Holdings Ltd,Hong Kong Stock Exchange,China,Consumer Cyclicals,113040571.60814588,-0.1111357,0.02378442784038,
43,HKG:1162,Lumina Group Ltd,Hong Kong Stock Exchange,Hong Kong,Industrials,7406340.798642359,-0.4766145,0.02802704996015,
44,HKG:1178,Huiyin Holdings Group Ltd,Hong Kong Stock Exchange,Hong Kong,Consumer Non-Cyclicals,4543081.946980021,-0.2453229,0.01529916947366,
45,HKG:118,Cosmos Machinery Enterprises Limited,Hong Kong Stock Exchange,Hong Kong,Industrials,312671440.69321954,0.0371432,0.05721117996452,5.5307
46,HKG:1189,Greater Bay Area Dynamic Gro Hold Ltd,Hong Kong Stock Exchange,Hong Kong,Consumer Cyclicals,8633874.161116969,-0.5201395,0.02147026304286,
47,HKG:119,Poly Property Group Co Ltd,Hong Kong Stock Exchange,Hong Kong,Real Estate,4021598827.492222,-0.2168833,0.26484276567843,2.7783
48,HKG:1202,Chengdu PUTIAN Telecom. Cable Co. Ltd.,Hong Kong Stock Exchange,China,Industrials,64816101.38808415,-0.0711637,0.13756398804975,
49,HKG:1203,GDH Guangnan Holdings Ltd,Hong Kong Stock Exchange,Hong Kong,Basic Materials,326296701.03622943,0.0710112,0.09128075904451,9.14831
50,HKG:1206,Technovator International Ltd,Hong Kong Stock Exchange,Singapore,Technology,269752181.14966947,-0.0091934,0.09256642186525,3.45214
1,HKG:1217,China Innovation Investment Limited,Hong Kong Stock Exchange,Hong Kong,Industrials,-468360.28901288216,-1.113958,0.00128564449358,6.66667
2,HKG:1218,Easyknit International Holdings Ltd,Hong Kong Stock Exchange,Hong Kong,Real Estate,41575428.76243861,4.081986,0.48211668509424,14.67079
3,HKG:1220,Zhidao International (Holdings) Ltd,Hong Kong Stock Exchange,Hong Kong,Basic Materials,12924841.222905042,-0.5491434,0.00951376925253,
4,HKG:1225,Lerado Financial Group Co Ltd,Hong Kong Stock Exchange,Hong Kong,Healthcare,26854927.875343908,-0.1563419,0.00437119127819,
5,HKG:1237,China Envmntl Tech and Bionrgy Hldgs Ltd,Hong Kong Stock Exchange,China,Consumer Cyclicals,76512743.02918725,-0.2902708,0.01452778565385,
6,HKG:1241,Shuanghua Holdings Ltd,Hong Kong Stock Exchange,China,Consumer Cyclicals,9908824.05435564,1.229277,0.01735620409973,5586.961
7,HKG:125,Sun Hing Vision Group Holdings Ltd.,Hong Kong Stock Exchange,Hong Kong,Consumer Cyclicals,90209945.74580237,-0.2312873,0.17227636214034,36.65208
8,HKG:1259,Prosperous Future Holdings Ltd,Hong Kong Stock Exchange,China,Consumer Non-Cyclicals,182510899.8311673,0.4153856,0.00951377113615,
9,HKG:1265,Tianjin Jinran Public Utilities Co Ltd,Hong Kong Stock Exchange,China,Utilities,208859288.99273676,-0.1043387,0.05463990179546,
10,HKG:1273,Hong Kong Finance Group Ltd,Hong Kong Stock Exchange,Hong Kong,Financials,19992157.568589132,-0.049574,0.06171093569206,2.72063
11,HKG:1278,China New Town Development Co. Ltd.,Hong Kong Stock Exchange,Hong Kong,Real Estate,60832415.427980736,-0.0561574,0.01118510930872,
12,HKG:1281,LongiTech Smart Energy Holding Ltd,Hong Kong Stock Exchange,China,Energy,61573949.60580628,1.688275,0.02185596071818,9.60469
13,HKG:1289,Wuxi Sunlit Science and Technology CoLtd,Hong Kong Stock Exchange,China,Industrials,18890968.23070776,-0.0974866,0.12856447481285,25.12744
14,HKG:1290,China Huirong Financial Holdings Ltd,Hong Kong Stock Exchange,China,Financials,34718553.58136491,-0.2596266,0.15684865927167,68.22915
15,HKG:1292,Changan Minsheng APLL Logistics Co Ltd,Hong Kong Stock Exchange,China,Industrials,727812362.8642923,0.0792499,0.25070072588505,5.43676
16,HKG:1297,Sinosoft Technology Group Ltd,Hong Kong Stock Exchange,China,Technology,82915356.72644691,-0.1196384,0.13242140905723,2.55073
17,HKG:1300,Trigiant Group Ltd,Hong Kong Stock Exchange,China,Industrials,446268762.3426878,-0.1888788,0.08613819812461,25.3686
18,HKG:1319,Oi Wah Pawnshop Credit Holdings Ltd,Hong Kong Stock Exchange,Hong Kong,Financials,23497467.28034764,-0.1839221,0.03471240132679,5.60399
19,HKG:1327,Luxxu Group Ltd,Hong Kong Stock Exchange,Hong Kong,Consumer Cyclicals,9765146.825528542,-0.3128504,0.03985498719198,
20,HKG:1335,Sheen Tai Holdings Group Company Ltd,Hong Kong Stock Exchange,Hong Kong,Utilities,10224087.8352318,0.0566843,0.01902753850505,22.22222
21,HKG:1340,Huisheng International Holdings Ltd,Hong Kong Stock Exchange,China,Consumer Non-Cyclicals,4607487.220119092,4.245446,0.01157080273316,
22,HKG:1343,Wei Yuan Holdings Ltd,Hong Kong Stock Exchange,Singapore,Industrials,42371652.58528157,-0.1343942,0.01478490665808,11.19666
23,HKG:1358,PW Medtech Group Ltd,Hong Kong Stock Exchange,China,Healthcare,38420631.91583826,-0.3170524,0.17099075150109,1.38007
24,HKG:1360,NOVA Group Holdings Ltd,Hong Kong Stock Exchange,Hong Kong,Consumer Cyclicals,29321565.40073539,-0.5861658,0.01889897405569,3675.0
25,HKG:1366,Jiangnan Group Ltd,Hong Kong Stock Exchange,China,Industrials,2071325395.315254,-0.0818654,0.03856934244385,5.10925
26,HKG:1389,Major Holdings Ltd,Hong Kong Stock Exchange,Hong Kong,Consumer Non-Cyclicals,14731814.558638245,-0.2617102,0.00449975572755,
27,HKG:139,Central Wealth Group Holdings Ltd,Hong Kong Stock Exchange,Hong Kong,Financials,86118896.4027667,-0.2932163,0.0015427733923,
28,HKG:1408,Macau E+M Holding Ltd,Hong Kong Stock Exchange,Macau,Industrials,34546882.31964696,0.164549,0.04306903604956,5.36489
29,HKG:1420,Chuan Holdings Ltd,Hong Kong Stock Exchange,Singapore,Industrials,53709927.51610801,-0.0676942,0.02249877100142,
30,HKG:1421,Kingbo Strike Ltd,Hong Kong Stock Exchange,Hong Kong,Energy,48873261.165822424,0.2565481,0.0114422359929,
31,HKG:1429,Skymission Group Holdings Ltd,Hong Kong Stock Exchange,Hong Kong,Industrials,68689414.00323983,0.2292924,0.01799902291018,3.33413
32,HKG:1451,MS Group Holdings Ltd,Hong Kong Stock Exchange,Hong Kong,Basic Materials,31949551.310071737,-0.0524975,0.07585302512149,7.74075
33,HKG:1452,Denox Environmental + Tech Holdings Ltd,Hong Kong Stock Exchange,China,Basic Materials,10061512.36722237,0.0525837,0.02571289496257,
34,HKG:1459,Jujiang Construction Group Co Ltd,Hong Kong Stock Exchange,China,Industrials,1243819767.488936,0.1350169,0.10542286934654,2.6817
35,HKG:1461,Luzheng Futures Co Ltd,Hong Kong Stock Exchange,China,Financials,106760351.29090804,0.2111504,0.07713868488771,5.00876
36,HKG:1469,Get Nice Financial Group Ltd,Hong Kong Stock Exchange,Hong Kong,Financials,49024195.82936926,0.0323747,0.09385204803168,8.56004
37,HKG:1472,Sang Hing Holdings (International) Ltd,Hong Kong Stock Exchange,Hong Kong,Industrials,50169576.508703806,-0.2430968,0.02057031189735,6.05373
38,HKG:1476,Hengtai Securities Co Ltd,Hong Kong Stock Exchange,China,Financials,557494003.5664761,0.1494735,0.38055084544603,19.77709
39,HKG:1500,In Construction Holdings Ltd,Hong Kong Stock Exchange,Hong Kong,Industrials,48698027.82134684,-0.0383582,0.03021264559924,6.79584
40,HKG:1527,Zhejiang Tengy Environmental Tech Co Ltd,Hong Kong Stock Exchange,China,Industrials,94296076.88359241,-0.1645489,0.15299172502729,37.29498
41,HKG:153,China Saite Group Co Ltd,Hong Kong Stock Exchange,China,Industrials,203619515.25726435,-0.1268285,,
42,HKG:1536,Yuk Wing Group Holdings Ltd,Hong Kong Stock Exchange,Hong Kong,Industrials,13716926.795402536,-0.4024776,0.02725566326399,
43,HKG:1559,Kwan On Holdings Ltd,Hong Kong Stock Exchange,Hong Kong,Real Estate,69261782.93178369,-0.1019816,0.02275590753645,
44,HKG:1560,Star Group Company Limited,Hong Kong Stock Exchange,Hong Kong,Real Estate,13599804.582036976,-0.3935909,0.04564037952225,
45,HKG:1572,China Art Financial Holdings Ltd,Hong Kong Stock Exchange,China,Financials,8812676.913877562,-0.6539834,0.04242627668824,11.24497
46,HKG:1577,Quanzhou Huixin Micro-credit Co Ltd,Hong Kong Stock Exchange,China,Financials,22716879.867320843,-0.1437972,0.15170608027916,9.85752
47,HKG:1582,CR Construction Group Holdings Ltd,Hong Kong Stock Exchange,Hong Kong,Industrials,577483479.4682574,-0.0707657,0.07071044714715,2.91452
48,HKG:1616,Starrise Media Holdings Ltd,Hong Kong Stock Exchange,China,Consumer Cyclicals,14619452.12439334,-0.668805,0.02057031597006,
49,HKG:1617,Nanfang Communication Holdings Ltd,Hong Kong Stock Exchange,Hong Kong,Technology,58950154.37803576,-0.2897215,0.01825615542342,
50,HKG:1631,REF Holdings Ltd,Hong Kong Stock Exchange,Hong Kong,Industrials,18962613.45812656,-0.2257115,0.09256640353809,11.9403
1,HKG:1636,China Metal Resources Utilization Ltd,Hong Kong Stock Exchange,China,Basic Materials,2593744567.427764,-0.3045947,0.02815561998401,
2,HKG:1637,Sh Group (Holdings) Ltd,Hong Kong Stock Exchange,Hong Kong,Industrials,90970918.72155511,0.244819,0.06813915815999,4.80334
3,HKG:1640,Ruicheng China Media Group Ltd,Hong Kong Stock Exchange,China,Consumer Cyclicals,69430421.81003954,-0.471527,0.0629965926583,
4,HKG:1647,Grandshores Technology Group Ltd,Hong Kong Stock Exchange,Singapore,Industrials,36460891.17575368,0.0544422,0.03175540821343,8.37697
5,HKG:1650,Hygieia Group Ltd,Hong Kong Stock Exchange,Singapore,Industrials,53865709.00652185,-0.0492707,0.01002802364635,4.01121
6,HKG:1661,Wisdom Sports Group,Hong Kong Stock Exchange,China,Consumer Cyclicals,1388941.1610616064,-0.9437493,0.02249878309225,
7,HKG:1669,Global International Credit Group Ltd,Hong Kong Stock Exchange,Hong Kong,Financials,13277750.636394024,-0.1516384,0.07713866961508,4.23908
8,HKG:1672,Ascletis Pharma Inc,Hong Kong Stock Exchange,China,Healthcare,5436627.802371604,-0.7981988,0.34840972674282,
9,HKG:1676,China Shenghai Group Ltd,Hong Kong Stock Exchange,China,Consumer Non-Cyclicals,25274618.66793252,-0.6559058,0.16070559351606,
10,HKG:1678,China Creative Global Holdings Ltd,Hong Kong Stock Exchange,China,Industrials,17897331.9742217,-0.2444443,,
11,HKG:1683,Hope Life International Holdings Ltd,Hong Kong Stock Exchange,Hong Kong,Consumer Cyclicals,14551181.507289603,0.3114188,0.0129850093852,
12,HKG:1710,Trio Industrial Electronics Group Ltd,Hong Kong Stock Exchange,Hong Kong,Industrials,90213545.5503844,-0.132204,0.02249877863773,8.18522
13,HKG:1718,Wan Kei Group Holdings Ltd,Hong Kong Stock Exchange,Hong Kong,Industrials,37746342.341415755,0.1489567,0.01761332956211,
14,HKG:1722,Kin Pang Holdings Ltd,Hong Kong Stock Exchange,Macau,Industrials,88389554.17021765,1.420087,0.01311355724494,6.21692
15,HKG:1740,Values Cultural Investment Ltd,Hong Kong Stock Exchange,Hong Kong,Consumer Cyclicals,13604847.002065308,-0.5880867,0.02185596071818,
16,HKG:1742,Hpc Holdings Ltd,Hong Kong Stock Exchange,Singapore,Industrials,109416884.51562376,-0.3155667,0.01388495581802,
17,HKG:1750,REM Group (Holdings) Ltd,Hong Kong Stock Exchange,Hong Kong,Industrials,14972230.078938572,-0.4500026,0.00642822246792,
18,HKG:1761,Babytree Group,Hong Kong Stock Exchange,China,Consumer Cyclicals,32969871.02075048,-0.4051476,0.07713868488771,
19,HKG:1762,Wanka Online Inc,Hong Kong Stock Exchange,China,Consumer Cyclicals,268211593.04798713,-0.2793776,0.07970997438397,10.37971
20,HKG:1782,Vixtel Technologies Holdings Ltd,Hong Kong Stock Exchange,China,Technology,12581394.072580656,-0.1304175,0.04628321093263,82.3125
21,HKG:1786,CRCC High-Tech Equipment Corp Ltd,Hong Kong Stock Exchange,China,Industrials,240037074.086176,-0.2673178,0.10927980359092,15.7111
22,HKG:1793,Wecon Holdings Ltd,Hong Kong Stock Exchange,Hong Kong,Industrials,141826772.2609344,-0.0837574,0.02802704996015,9.06445
23,HKG:1802,Wenye Group Holdings Ltd,Hong Kong Stock Exchange,China,Industrials,193780861.69326156,-0.1992106,0.12727883006472,6.9833
24,HKG:1808,Enterprise Development Holdings Ltd,Hong Kong Stock Exchange,Hong Kong,Technology,11003263.858608205,-0.3029578,0.0100280290354,
25,HKG:1815,CSMall Group Ltd,Hong Kong Stock Exchange,China,Consumer Cyclicals,54018035.43079049,-0.7215602,0.07713868488771,206.0659
26,HKG:183,Winfull Group Holdings Ltd,Hong Kong Stock Exchange,Hong Kong,Real Estate,3440256.100383122,-0.2066706,0.03985497930112,4.87882
27,HKG:1847,YCIH Green High Performance ConcretCoLtd,Hong Kong Stock Exchange,China,Basic Materials,621936432.3085167,0.1097402,0.19284671221927,5.66451
28,HKG:1859,China Bright Culture Group,Hong Kong Stock Exchange,China,Consumer Cyclicals,78572243.06410922,0.0636757,0.10413722459841,
29,HKG:1868,Neo-Neon Holdings Ltd,Hong Kong Stock Exchange,Hong Kong,Industrials,136181791.381034,0.0420622,0.06363941503236,
30,HKG:188,Sunwah Kingsway Capital Holdings Ltd,Hong Kong Stock Exchange,Hong Kong,Financials,11572986.0379008,-0.201793,0.04821166850942,8.48224
31,HKG:1891,Heng Hup Holdings Ltd,Hong Kong Stock Exchange,Malaysia,Industrials,209105461.9178412,-0.123452,0.03008402758173,5.41266
32,HKG:1897,Million Hope Industries Holdings Ltd,Hong Kong Stock Exchange,Hong Kong,Industrials,68911701.9361806,0.7879244,0.10670849296752,9.33108
33,HKG:1900,China ITS (Holdings) Company Limited,Hong Kong Stock Exchange,China,Technology,144538096.55044466,-0.0993564,0.02185596071818,
34,HKG:1912,Contel Technology Co Ltd,Hong Kong Stock Exchange,Hong Kong,Technology,153919030.10979405,0.5170262,0.02764135661207,10.7974
35,HKG:1920,Hands Form Holdings Ltd,Hong Kong Stock Exchange,Hong Kong,Industrials,39207657.298603795,-0.4536019,0.00809956030958,
36,HKG:193,Capital Estate Ltd,Hong Kong Stock Exchange,Hong Kong,Consumer Cyclicals,12897328.430742333,-0.7678963,0.04692602401584,
37,HKG:1930,Shinelong Automotive Lightweight App Ltd,Hong Kong Stock Exchange,China,Consumer Cyclicals,31600659.36399365,-0.1163325,0.03921216481792,8.69311
38,HKG:1933,OneForce Holdings Ltd,Hong Kong Stock Exchange,Hong Kong,Technology,45614482.816886105,0.7966278,0.05142578992514,7.86972
39,HKG:1968,Hingtex Holdings Ltd,Hong Kong Stock Exchange,China,Consumer Cyclicals,32840888.637473963,-0.4954282,0.02545576097298,
40,HKG:197,Heng Tai Consumables Group Limited,Hong Kong Stock Exchange,Hong Kong,Consumer Non-Cyclicals,66886169.03653801,-0.0399712,0.01285644493585,
41,HKG:1980,Tian Ge Interactive Holdings Ltd,Hong Kong Stock Exchange,China,Technology,51202087.738964684,-0.3182206,0.11313673783531,4.28809
42,HKG:2017,Chanhigh Holdings Ltd,Hong Kong Stock Exchange,China,Industrials,247680746.37169904,0.1758579,0.04049780956605,5.51215
43,HKG:2048,E-House China Enterprise Holdings Ltd,Hong Kong Stock Exchange,China,Real Estate,1250623013.8026073,-0.1147014,0.1851328437305,
44,HKG:2088,Xiwang Property Holdings Co Ltd,Hong Kong Stock Exchange,China,Real Estate,3918609.1942426474,-0.7741491,0.01478491460348,
45,HKG:2115,Channel Micron Holdings Company Ltd,Hong Kong Stock Exchange,Malaysia,Industrials,31629239.246744547,-0.01232,0.0150420435531,
46,HKG:2116,Jiangsu Innovative Ecological Nw Mtls Ld,Hong Kong Stock Exchange,China,Basic Materials,24842192.056899507,-0.0900122,0.05335425704733,8.8302
47,HKG:2122,Kidsland International Holdings Ltd,Hong Kong Stock Exchange,China,Consumer Cyclicals,213542121.4233199,-0.196052,0.03124116737952,9.51422
48,HKG:217,China Chengtong Development Group Ltd,Hong Kong Stock Exchange,Hong Kong,Industrials,119781954.69388804,-0.1610934,0.02314160088452,6.51702
49,HKG:218,Shenwan Hongyuan HK Ltd,Hong Kong Stock Exchange,Hong Kong,Financials,107392070.14476356,0.2364369,0.1337070273328,10.92552
50,HKG:2193,Man King Holdings Ltd,Hong Kong Stock Exchange,Hong Kong,Industrials,35554755.59898177,0.1937788,0.04049780154792,8.4
1,HKG:2211,Universal Health Intl Group Holding Ltd,Hong Kong Stock Exchange,China,Consumer Non-Cyclicals,184089543.01739427,-0.215186,0.0200560580708,
2,HKG:2222,NVC International Holdings Ltd,Hong Kong Stock Exchange,China,Consumer Cyclicals,364953917.6196335,0.0571234,0.02391299231519,
3,HKG:2223,Casablanca Group Ltd,Hong Kong Stock Exchange,Hong Kong,Consumer Cyclicals,39762284.3331362,-0.1836459,0.08485253657659,8.59823
4,HKG:2230,Medialink Group Ltd,Hong Kong Stock Exchange,Hong Kong,Consumer Cyclicals,43092746.3937672,0.0636642,0.02288447198581,9.1002
5,HKG:2263,Fu Shek Financial Holdings Ltd,Hong Kong Stock Exchange,Hong Kong,Financials,5038183.641459464,-0.3628278,0.02417011647939,17.58653
6,HKG:227,First Shanghai Investments Limited,Hong Kong Stock Exchange,Hong Kong,Financials,58880975.03278393,-0.1415874,0.03406957907999,
7,HKG:2288,Rykadan Capital Ltd,Hong Kong Stock Exchange,Hong Kong,Consumer Cyclicals,21619012.110771127,0.5193491,0.08870947005734,1112.903
8,HKG:230,Minmetals Land Limited,Hong Kong Stock Exchange,Hong Kong,Real Estate,985015299.1694736,-0.3196561,0.10285155948677,22.40896
9,HKG:2312,China Financial Leasing Group Limited,Hong Kong Stock Exchange,Hong Kong,Financials,14527.782777506363,112.0,0.04371191278188,
10,HKG:2324,Capital VC Ltd,Hong Kong Stock Exchange,Hong Kong,Financials,-6736709.007225322,0.6330253,0.03535522357358,
11,HKG:2326,New Provenance Everlasting Holdings Ltd,Hong Kong Stock Exchange,Hong Kong,Basic Materials,77389370.29132704,0.2511328,0.00218559563909,
12,HKG:2330,China Uptown Group Co Ltd,Hong Kong Stock Exchange,Hong Kong,Real Estate,42799177.947434366,-0.6576697,0.05785401366578,
13,HKG:2336,Hailiang International Holdings Ltd,Hong Kong Stock Exchange,Hong Kong,Technology,53908616.389396,-0.1191702,0.02301303643516,
14,HKG:234,New Century Group Hong Kong Ltd.,Hong Kong Stock Exchange,Hong Kong,Financials,12902728.137615386,-0.3095952,0.00848525365766,
15,HKG:235,China Strategic Holdings Ltd,Hong Kong Stock Exchange,Hong Kong,Financials,32957110.899694014,-0.671334,0.00694248026536,0.4547
16,HKG:2355,Baoye Group Company Limited,Hong Kong Stock Exchange,China,Industrials,3925979795.583668,0.0191956,0.49368758328133,2.15072
17,HKG:2363,Tongda Hong Tai Holdings Ltd,Hong Kong Stock Exchange,Hong Kong,Technology,60729731.81455864,-0.1136547,0.0250700676249,
18,HKG:238,Evergreen International Holdings,Hong Kong Stock Exchange,China,Consumer Cyclicals,44194012.5040214,-0.151871,,
19,HKG:2386,SINOPEC Engineering Group Co Ltd,Hong Kong Stock Exchange,China,Industrials,8131809740.426705,0.0017515,0.53997079421396,6.23501
20,HKG:243,QPL International Holdings Limited,Hong Kong Stock Exchange,Hong Kong,Technology,47352986.5521586,0.3414124,0.05721117996452,
21,HKG:250,Sino-I Technology Limited,Hong Kong Stock Exchange,Hong Kong,Technology,124982515.23488724,0.0088961,0.00437119127819,25.75758
22,HKG:2663,KPa-BM Holdings Ltd,Hong Kong Stock Exchange,Hong Kong,Industrials,58945900.07970996,-0.3747922,0.04371191278188,4.06601
23,HKG:2683,Wah Sun Handbags Internationl Hldngs Ltd,Hong Kong Stock Exchange,Hong Kong,Consumer Cyclicals,51919852.922269925,-0.4659235,0.03792651256075,21.67524
24,HKG:2698,Weiqiao Textile Co Ltd,Hong Kong Stock Exchange,China,Consumer Cyclicals,1979409509.6925569,-0.159823,0.34969537149095,4.24821
25,HKG:273,Mason Group Holdings Ltd,Hong Kong Stock Exchange,Hong Kong,Financials,68004808.31040601,-0.6798039,0.0030855467846,
26,HKG:2789,Yuanda China Holdings Ltd,Hong Kong Stock Exchange,China,Consumer Cyclicals,424910346.14202935,-0.3230882,0.0060425303162,
27,HKG:280,King Fook Holdings Limited,Hong Kong Stock Exchange,Hong Kong,Consumer Cyclicals,82362243.1925124,0.0404094,0.05721117996452,14.20364
28,HKG:2885,Peiport Holdings Ltd,Hong Kong Stock Exchange,Hong Kong,Technology,37359543.33907588,0.0553324,0.04949731300301,5.55957
29,HKG:296,Emperor Entertainment Hotel Ltd.,Hong Kong Stock Exchange,Hong Kong,Consumer Cyclicals,38807821.86109897,-0.735963,0.11185107094186,
30,HKG:298,Chuang-s China Investments Ltd.,Hong Kong Stock Exchange,Hong Kong,Real Estate,228800236.5585868,9.024921,0.0501401352498,2.18598
31,HKG:318,Vongroup Limited,Hong Kong Stock Exchange,Hong Kong,Technology,14230670.335038956,2.253358,0.05978246895169,4.41554
32,HKG:320,Computime Group Limited,Hong Kong Stock Exchange,Hong Kong,Industrials,462402612.42961097,0.1024259,0.09128075904451,7.32487
33,HKG:321,Texwinca Holdings Limited,Hong Kong Stock Exchange,Hong Kong,Consumer Cyclicals,945150934.6635469,-0.0365297,0.21084569694788,8.26363
34,HKG:3315,Goldpac Group Ltd,Hong Kong Stock Exchange,Hong Kong,Technology,199115130.3177214,-0.094487,0.21855960718184,8.75707
35,HKG:3322,Win Hanverky Holdings Limited,Hong Kong Stock Exchange,Hong Kong,Consumer Cyclicals,517009333.77902335,-0.2012087,0.04435473502867,
36,HKG:3389,Hengdeli Holdings Ltd,Hong Kong Stock Exchange,Hong Kong,Consumer Cyclicals,189477551.59232593,-0.4953394,0.03985498719198,
37,HKG:3398,China Ting Group Holdings Limited,Hong Kong Stock Exchange,Hong Kong,Consumer Cyclicals,198301020.80172792,-0.1877746,0.04114062379471,17.18582
38,HKG:342,Newocean Energy Holdings Ltd,Hong Kong Stock Exchange,Hong Kong,Energy,2465845568.3834305,-0.3098768,0.04435473502867,
39,HKG:356,DT Capital Ltd,Hong Kong Stock Exchange,Hong Kong,Financials,154948.44565580724,-0.4444967,0.00514257797434,
40,HKG:3601,360 Ludashi Holdings Ltd,Hong Kong Stock Exchange,China,Technology,54038682.88544543,-0.1399127,0.20827444919681,7.42125
41,HKG:3616,Ever Reach Group (Holdings) Company Ltd,Hong Kong Stock Exchange,China,Real Estate,376211794.42109525,0.2269389,0.14784914603477,3.80939
42,HKG:3773,NNK Group Ltd,Hong Kong Stock Exchange,China,Technology,12696802.544685906,0.6405162,0.04949732280295,4.62032
43,HKG:380,China Pipe Group Ltd,Hong Kong Stock Exchange,Hong Kong,Consumer Cyclicals,63934457.84371705,-0.0573536,0.01452778277751,3.08743
44,HKG:3816,KFM Kingdom Holdings Ltd,Hong Kong Stock Exchange,Hong Kong,Basic Materials,87208865.80442776,-0.3125593,0.03792651256075,9.87613
45,HKG:3818,China Dongxiang (Group) Co Ltd,Hong Kong Stock Exchange,China,Consumer Cyclicals,305934724.1186232,0.2782907,0.11185109308718,2.33192
46,HKG:3828,Ming Fai International Holdings Limited,Hong Kong Stock Exchange,Hong Kong,Consumer Non-Cyclicals,173960427.86248747,-0.337721,0.06428222467923,
47,HKG:385,Chinney Alliance Group Limited,Hong Kong Stock Exchange,Hong Kong,Industrials,635328482.1681108,-0.0532319,0.12470751587771,7.18093
48,HKG:389,China Tontine Wines Group Limited,Hong Kong Stock Exchange,China,Consumer Non-Cyclicals,16756913.656841818,-0.6761779,0.01311357643091,
49,HKG:393,Glorious Sun Enterprises Limited,Hong Kong Stock Exchange,Hong Kong,Consumer Cyclicals,90965519.01468207,-0.4163532,0.10542284847394,13.68263
50,HKG:3938,LFG Investment Holdings Ltd,Hong Kong Stock Exchange,Hong Kong,Financials,13904502.327016532,0.0234011,0.03471240132679,7.10526
1,HKG:395,Smartac International Holdings Ltd,Hong Kong Stock Exchange,Hong Kong,Technology,29768255.617381096,6.429081,0.00205703159701,
2,HKG:397,Power Financial Group Ltd,Hong Kong Stock Exchange,Hong Kong,Energy,13077061.530945461,0.2084304,0.02301303643516,2.43107
